Product URL,ASIN,Manufacturer,Product Name,Product Description,Product Price,Rating,Number of reviews
https://www.amazon.in/SKYBAGS-Unisex-Luggage-Duffel-Bag-DFHUS55ONG/dp/B07F342RQD/ref=sr_1_259?crid=2M096C61O4MLT&keywords=bags&qid=1685125273&sprefix=ba%2Caps%2C283&sr=8-259,,Skybags,Skybags polyester 28 Cms Duffle Bag(SKYBAGS_DFHUS55ONG_Orange),"Dimensions: 54 Cm X 31 Cm X 28 Cm; Capacity: 40 Liters, Weight: 0.6 kg    Water Resistance, lockable puller, Shiny Premium Fabric    Front Quick Access pocket, 2 quick Access Side Pocket    Foam padding at the bottom, Bumper lugs at the bottom","₹1,530.00",4.3 out of 5 stars,280 ratings
https://www.amazon.in/F-Gear-Burner-Casual-Laptop-Backpack/dp/B016115VXW/ref=sr_1_260?crid=2M096C61O4MLT&keywords=bags&qid=1685125273&sprefix=ba%2Caps%2C283&sr=8-260,,F Gear,F Gear Burner P8 19 Ltrs White Casual Laptop Backpack,"Outer Material: Polyester, Color: White    Water Resistance: Water Resistant    Capacity: 19 Liters, Weight: 400 Grams, Dimensions: 31 Cms X 16 Cms X 46 Cms (L X W X H)    Number Of Compartments: 2    Laptop Compatibility: Yes, Laptop Size: 15 , Warranty Type: Manufacturer , 1 Year Manufacturer Warranty Is Non-Transferable And Valid For 1 Year From The Original Date Of Purchase.",₹707.04,4.3 out of 5 stars,"3,955 ratings"
https://www.amazon.in/Gear-Superior-Casual-Backpack-BKPSPRIOR0001/dp/B08GY2ZN96/ref=sr_1_261?crid=2M096C61O4MLT&keywords=bags&qid=1685125273&sprefix=ba%2Caps%2C283&sr=8-261,,Gear,Gear Superior 16LWater Resistant School Bag//Backpack/College Bag for Men/Women - Black,"Care Instructions: Wipe with Dry Cloth    : Outer Material: Polyester, Color: Blue, Black    : Water resistant    : Capacity: 16 liters; Weight: 180 grams; Dimensions: 42 cms x 28 cms x 14 cms (LxWxH)    : 1 Main compartments    : Warranty type: Manufacturer; 1 year manufacturer warranty is non-transferable and valid for 1 year from the original date of purchase    : Waterproof interior and exterior fabric for double protection    
   : Ergonomically contoured shape. Balance structure for greater load stability. Adaptable build : Easy access Pocket for quick handiness. Easy adjustable straps : Shoulder straps padded with pp foam/ eva sheet. Anti slip fabric / breathable spongy mesh on shoulder straps Shoulder straps padded with pp foam/ eva sheet. Anti slip fabric / breathable spongy mesh on shoulder stpars   Show More",₹399,3.9 out of 5 stars,277 ratings
https://www.amazon.in/American-Tourister-FS0-11-001/dp/B07S13P8BW/ref=sr_1_262?crid=2M096C61O4MLT&keywords=bags&qid=1685125273&sprefix=ba%2Caps%2C283&sr=8-262,,American Tourister,American Tourister Spin 49 cms Teal Laptop Backpack,"Outer Material: Polyester, Color: Teal ; Ideal For: Men ; Laptop Sleeve: Yes ; With Rain Cover: No ; Pattern: Printed    Capacity: 29 liters; Weight: 500 grams; Dimensions: 33 cms x 28 cms x 49 cms (LxWxH)    Number of compartments: 2    Laptop Compatibility: Yes, Laptop Size: 15.4 inch , Strap Type: Adjustable    Warranty type: Manufacturer; 1 year manufacturer warranty is non-transferable and valid for 1 year from the original date of purchase    Internal Organizer in the front for secure placement & easy access of all your essentials    Pockets on both sides to accommodate essentials like your umbrella & sipper/bottle    
   Includes a laptop compartment that can easily accommodate a laptop upto 15.4 inches Country of Origin: India Mesh padding on back & shoulder straps for superior comfort and breathability   Show More","₹1,660",4.0 out of 5 stars,"1,457 ratings"
https://www.amazon.in/Justify-Lightweight-Backpack-College-Daypack/dp/B0BX42PNFX/ref=sr_1_263?crid=2M096C61O4MLT&keywords=bags&qid=1685125273&sprefix=ba%2Caps%2C283&sr=8-263,,,Justify Lightweight Casual Backpack For Office College School Travel Daypack Bag with Laptop sleeve,"HIGH QUALITY FABRIC: Our lightweight yet durable bags are made of 100% polyester and water resistant fabric. This casual backpack can be by boys and girls for school, college, coaching, tution, or everyday outings.    FRONT POCKET & MESH POCKET: Our trendy unisex bag pack has a front storage pocket that keeps small items neatly organized. These fancy and stylish backpacks also have mesh pockets on both sides to accommodate your water bottle and umbrella.    FRONT POCKET & MESH POCKET: Our trendy unisex bag pack has a front storage pocket that keeps small items neatly organized. These fancy and stylish backpacks also have mesh pockets on both sides to accommodate your water bottle and umbrella.    COMFORT: Our 30 liter bag has mesh padding on back to help carry heavy items. It also provides superior comfort with padded adjustable shoulder straps.",₹549,3.0 out of 5 stars,7 ratings
https://www.amazon.in/Aristocrat-Rookie-Duffle-Teal-Blue/dp/B09NXV58V3/ref=sr_1_264?crid=2M096C61O4MLT&keywords=bags&qid=1685125273&sprefix=ba%2Caps%2C283&sr=8-264,,Aristocrat,Aristocrat Polyester Hard 60 Cms Luggage- Suitcase(Dfroo62Etbl_Teal Blue),Premium look and Spacious    60.5(H)x28.5(L)x32(W)    Light weight    Large compartment    Interior lining,₹999.00,4.0 out of 5 stars,563 ratings
https://www.amazon.in/Safari-Formal-Backpack-Anti-Theft-VAULT19CBBLK/dp/B07XSTR69N/ref=sr_1_265?crid=2M096C61O4MLT&keywords=bags&qid=1685125273&sprefix=ba%2Caps%2C283&sr=8-265,,Safari,"Safari 48 Cms Black Formal/Office/Laptop Backpack With Anti-Theft, Lock, Usb And Rfid (Vault19Cbblk)","Outer Material: Polyester, Color: Black    Vault Anti Theft Backpack with Lock and USB and RFID    USB port; Number of compartments: 1    Laptop Compatibility: Yes, Laptop Size: 17 inches    Age Range Description: Adult; Pocket Description: Utility Pocket; Style Name: Casual Backpack; Closure Type: Zipper    Anti Theft,Fixed Combination Lock","₹1,396.00",4.0 out of 5 stars,851 ratings
https://www.amazon.in/EVRUM-Business-Protection-Crossbody-Waterproof/dp/B0BX6VKQ35/ref=sr_1_266?crid=2M096C61O4MLT&keywords=bags&qid=1685125273&sprefix=ba%2Caps%2C283&sr=8-266,,,"EVRUM Sling Bag For Men CrossBody Backpack For Men Women, Anti-Theft Chest Bag With USB Charging Port, Waterproof Casual Shoulder Bag Travel Hiking Sling Backpack Carbon Fiber","Material: Waterproof PU | Color : Black And Brown    Spacious and organised pockets - Dimensions: 16 x 6 x 32 (length x width x height). Main bag: zipper pocket + 1 * 9.7 inch tablet pocket + other capacity; Exterior: front zipper pocket + shoulder bag + back zipper pocket. Allows you to store 9.7 inch tablets, phones, wallets, keys, lipsticks, paper towels, etc., which is a practical companion for storing travel items.    Ultralight Crossbody Backpack - Casual sports car chest bag makes your entire collocation more chic and keeps up with the trend. Our shoulder bag is a great companion for outdoor/indoor activities and perfect for daily use anywhere for school, camping, hiking, vacation, travel, trekking, mountaineering, weekend trip, cycling, overnight trip.    Breathable and decompression: with the USB charging port and the design of the password lock, you can make your entire collocation more chic and keep up with the trend. Even in the hot summer, your back and shoulders can stay comfortable and dry. When cycling, running, hiking, gym, travelling, climbing or other outdoor sports, pressure and fatigue can be greatly reduced by the thickened shoulder strap and 3D back pad.    Water-repellent and scratch-resistant fabric - Our shoulder bag is made of high-density, water-repellent and tear-resistant nano materials. Durable zippers close and open smoothly and ensure safe and durable use in everyday life or weekend. Depending on your needs, the shoulder strap can be hung on the left or right, very practical.    pockets: Main compartment (zip pocket + 1 x tablet compartment) + exterior: (Front zip pocket + back zip pocket). The main compartment can store 7.9 inch tablets, school supplies, travel accessories, clothes, stationery and other daily necessities. Front pocket with zip for storing bus card, headphones, cards and other daily items. The scientific and reasonable pocket and compartment design ensures that your daily supplies are systematically in the bag.    Service - If you have any questions and we will solve your problem for the first time. FANDARE is committed to unrestricted service for every customer to achieve the highest customer satisfaction. Our goal is to consistently create and provide the best, more practical and versatile bag for everyone.","₹1,619.00",4.9 out of 5 stars,70 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMzczNjk2ODk5ODQ1NDYxOjE2ODUxMjUyNzM6c3BfbXRmOjIwMTE2ODgyMTgxMDk4OjowOjo&url=%2FRed-Lemon-Unisex-adult-Waterproof-Charging%2Fdp%2FB09VGNTDRZ%2Fref%3Dsr_1_267_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685125273%26sprefix%3Dba%252Caps%252C283%26sr%3D8-267-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,B09VGNTDRZ,Red Lemon,Red Lemon Unisex-adult Bange Series Rhombus Shell Design Waterproof Sling Bag with USB Charging,"Closure: Zipper    PREMIUM MATERIAL: This stylish chest bag is made of waterproof TPU material. Comes in a shell structure with a front Rhombus design.    ORGANIZED DESIGN: Spaced compartment with one separate soft sleeve to hold iPad, phone, or notebook. Spacious enough to store accessories like a camera or short trip essentials. Multiple organized pockets to hold money wallet, power bank, mobile, charger, pens, cable, etc. Soft adjustable single shoulder strap to relieve the stress of shoulder. A strong sturdy handle to carry the bag with ease.    USB FEATURE: External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices.    DIMENSIONS: 19 cms x 16 cms x 33 cms (LxWxH). The weight of the bag is 0.48 KG.    Outer Material Type: Synthetic","₹1,999",4.4 out of 5 stars,73 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMzczNjk2ODk5ODQ1NDYxOjE2ODUxMjUyNzM6c3BfbXRmOjIwMTE1MTA0OTA3ODk4OjowOjo&url=%2FMokobara-Transit-Backpack-Laptop-Sunray%2Fdp%2FB09V7R98XC%2Fref%3Dsr_1_268_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685125273%26sprefix%3Dba%252Caps%252C283%26sr%3D8-268-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,B09V7R98XC,MOKOBARA,MOKOBARA The Transit Backpack Laptop Bag for Men and Women,"Care Instructions: Wipe with Damp Cloth    CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Light Brown, Water resistant: Yes    MOST FEATURE RICH BACKPACK: Front bucket pocket: Retractable key holder, Card holder, Slip pockets, Zippered pocket, Flat opening tech compartment: 5 pockets to store all your tech accessories, Padded laptop compartment with lock strap, Fits up to a 16” laptop    INDUSTRY BEST FUNCTIONAL BACKPACK: 2 Hidden bottle/umbrella pocket, Hidden magnetic passport pocket, 10 thoughtfully designed pockets, Luggage sleeve, Silicon grab handle, Padded shoulder straps, Easy length adjustment buckles    MAXED OUT STORAGE: Dimension: 48 x 31 x 16 cm, Capacity: 24L    MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI)","₹5,999.00",4.5 out of 5 stars,592 ratings
https://www.amazon.in/Tinytot-School-Backpack-College-Multipurpose/dp/B09C5JVWCW/ref=sr_1_269?crid=2M096C61O4MLT&keywords=bags&qid=1685125273&sprefix=ba%2Caps%2C283&sr=8-269,,Tinytot,Tinytot School Bag School Backpack College Backpack Travel Backpack Office Backpack Multipurpose Backpack Picnic Bag for Boys & Girls,For Girls & Women    Water Resistant,₹589.00,4.3 out of 5 stars,360 ratings
https://www.amazon.in/Casual-Waterproof-Laptop-Backpack-College/dp/B0C3XG81XS/ref=sr_1_270?crid=2M096C61O4MLT&keywords=bags&qid=1685125273&sprefix=ba%2Caps%2C283&sr=8-270,,,"YASH Bag for Boys and Girls Blue Color, 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag","Capicity: 25 Litres, Weight: 0.4kg; Dimensions: 45cmX29cmX16cm; Outer Material: Polyester; Inner Material: Polyester<br>    Water Repellent: Yes; Laptop Compartment: Yes ; Compartments: 2,one front pocket to hold essentials and A mesh stash pocket on one side to accommodate a drinking bottle & other accessories.<br>    Utility: Office, College, School, Camping, Weekend trip, Day trip    Closure Type: Zipper; Strap Type: Adjustable; Age Range Description: Kid; Warranty Description: No Warranty; Style Name: Daypack Backpacks; Color Name: Blu-Wht; Water Resistance Level: Water Resistant<br>","₹29,499.00",Previous page,
https://www.amazon.in/Lavie-Pamukkale-Womens-Satchel-Piece/dp/B08NQRPQHJ/ref=sr_1_271?crid=2M096C61O4MLT&keywords=bags&qid=1685125273&sprefix=ba%2Caps%2C283&sr=8-271,,Lavie,Lavie Women's Pamukkale Satchel Bag | Ladies Purse Handbag,"Lavie Pamukkale hand bag is equal parts spacious and stylish. It is durable, lightweight, and available in trendy colors. The bag is beautifully crafted from premium man-made leather and has a diagonal stich design at the front.    Pamukkale hand bag has a top zip closure to secure all your essentials. The bag has 2 main compartments, 2 slip pockets alongside 1 zip pocket in each compartment, providing ample space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses, sanitizer etc. It also has a detachable and adjustable sling belt for multipurpose use.    This hand bag is perfect for women to carry for a shopping spree or family gathering. The hand bag can be paired with boyfriend jeans and a crop top as well as with a kurti and denims. Make your loved ones happy by giving them this stylish satchel as a gift.    The bag has a well stitched inner lining and high quality zippers for easy accessibility and storage.    Dimension: 25 cm in length x 9 cm in width x 24 cm in height","₹1,199.00",4.0 out of 5 stars,"1,687 ratings"
https://www.amazon.in/Harissons-Office-Laptop-Backpacks-Women/dp/B09D3YYYNG/ref=sr_1_272?crid=2M096C61O4MLT&keywords=bags&qid=1685125273&sprefix=ba%2Caps%2C283&sr=8-272,,HARISSONS,HARISSONS Bags Volt 15.6 inch Office Laptop Backpacks for Men and Women,"Perfect for your regular office or college as well as travel use. Organize, protect and carry your laptop & Tablet, and essentials. Dimension = L 32 x H 44 x W 17 cm, Capacity = 24 L, Weight = 590 GMS    EXTERNAL USB GATE: Quick Charging Access –Imagine a scenario you are traveling and boom! Your phone battery is at 5%. Don’t panic now you can charge on the go anytime, anywhere with quick access charging.    LAPTOP FRIENDLY: Dedicated Laptop Compartment with Integrated Pocket for power bank with cushioned cradle & strong strap Velcro lock which can safely accommodate up to a 15.6'' inch laptop.    DETAILED ORGANIZER: Comes with 2 front zippered pockets and 2 large compartments. The first compartment comes with an internal organizer that keeps in place your essentials like phone charger/power bank, passport, separate Id card/visiting card holder, stationery & other valuable knick-knacks.    SPACIOUS: This compartment can hold notebooks and journals for your college or clothes and additional supplies for a weekend trip also in the same compartment it has a dedicated zippered pocket to keep your files/papers safe.","₹1,504",4.1 out of 5 stars,247 ratings
https://www.amazon.in/Resistant-Duffle-Shoulder-Separate-Compartment/dp/B09KVBSG61/ref=sr_1_273?crid=2M096C61O4MLT&keywords=bags&qid=1685125273&sprefix=ba%2Caps%2C283&sr=8-273,,Wooum,"Wooum Polyester 23 cms Gym Bag Sport Outdoor Bag, Shoulder Bag Side Bag with Separate Shoes Compartment Water Resistance - Dark Grey","Durable - The gym bag is made of tear and water resistant dobby polyester; durable zippers and enhanced by strong stitching at major stress points provide long-lasting durability against daily activities.    Separate Shoes Compartment - Built-In Extra Shoes Compartment With Exterior Zippers To Keep Your Shoes And Clean Sport Gears Separate.    Multi-Purpose & Any Occasions - Perfect Duffle Bag For Hiking, Family Holiday, Vacation, Sports, A Short Trip, Gym, Work, Beach, Used As A Overnight Bag, A Short Journey Bag, A Weekender Bag, Gym Bag, Sports Duffle Bag.    Product Size - 16.5 x 9 x 9 Inches or 42x23x23 cm    BUY WITH 100% CONFIDENCE: This Product is made in INDIA By “The INDIAN KARIGAR “ and pass though the many quality checks and tests    Abundance Of Storage - Large Capacity,Meet Your Requirement For Sure And Keep Your Stuff In Order. What An Amazing Design For Sport Bag!",₹397.00,4.2 out of 5 stars,497 ratings
https://www.amazon.in/uppercase-Backpack-2300EBP1-resistant-sustainable/dp/B0BWNCV31F/ref=sr_1_274?crid=2M096C61O4MLT&keywords=bags&qid=1685125273&sprefix=ba%2Caps%2C283&sr=8-274,,uppercase,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","Care Instructions: Wipe with Damp Cloth    Handcrafted with care and made up of premium quality robust material    Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage    Right sized with sturdy stitching; Dimension: (28.2 cm x 14.1 cm x 42.2 cm); Warranty: 750 days international warranty    GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596)    Padded laptop compartment fits up to 14”, Back padding with Air mesh; Front access pocket for you to easily carry important small items with two bottle holders on the sides","₹1,600",4.1 out of 5 stars,440 ratings
https://www.amazon.in/Skybags-Backpack-Drawstring-SK-BPDRNT3BLK/dp/B0BFXMRH19/ref=sr_1_275?crid=2M096C61O4MLT&keywords=bags&qid=1685125273&sprefix=ba%2Caps%2C283&sr=8-275,,Skybags,"Skybags Drip NXT 03 Unisex Daypack Backpack with Drawstring Pocket, Black, SK BPDRNT3BLK",Care Instructions: Wipe with Dry Cloth    Material: Polyester    Wheels: No    Compartment: 3    Dimensions: LxWxH: 1219.2 x 838.2 x 546.1 cm    Lock Type: No Lock,"₹1,890",4.1 out of 5 stars,22 ratings
https://www.amazon.in/HEROZ-Backpack-Resistant-Durable-Notebook/dp/B09B7KC93T/ref=sr_1_276?crid=2M096C61O4MLT&keywords=bags&qid=1685125273&sprefix=ba%2Caps%2C283&sr=8-276,,HEROZ,HEROZ Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Black),Style Name: Travel Backpacks; Closure Type: Zipper<br>; Closure Type: Zipper; Style Name: Travel Backpacks<br>    Pattern Name: Solid; Age Range Description: Adult; Warranty Description: 1 Year Manufecturing Warrenty; Compartment Description: Up To 16 Inches<br>,"₹1,199.00",4.2 out of 5 stars,"1,130 ratings"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMzczNjk2ODk5ODQ1NDYxOjE2ODUxMjUyNzM6c3BfYnRmOjIwMDM0Mzk5OTYwNDk4OjowOjo&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_277_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685125273%26sprefix%3Dba%252Caps%252C283%26sr%3D8-277-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,B085MHDJ93,Half Moon,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips","SPACIOUS AND LIGHTWEIGHT: Light weight & spacious laptop bag for men comes with 3 compartments. One is for carrying laptop inside (Upto 17""), with padding for safety, and space for laptop accessories like charger, etc. Second compartment of office bag for men is for books, files & all your day to day essentials. And third compartment of backpack for men is for your extra stuff. Laptop backpacks for men has provision for holding bottles on both sides & has padded shoulder straps for your comfort    COMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.    SMART & TRENDY LOOKS: This Large backpack for men is smart, trendy and stylish in looks. The multipurpose college bags for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm    ENDURING & LONG LASTING LAPTOP BACKPACK: This trekking backpack for men/laptop bag for men is made up of highly durable material, which makes it suitable for all weather conditions including rains & extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself. We have designed the bag keeping your comfort in mind. Shoulder has high density padding, with 3D ventilated air foam padding to prevent sweating & to help you lift heavy objects easily.    OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment (can carry laptops of size 13, 14, 15.6 & 17 inches), Reflector Logo.",₹529,3.9 out of 5 stars,"15,936 ratings"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMzczNjk2ODk5ODQ1NDYxOjE2ODUxMjUyNzM6c3BfYnRmOjIwMTEwMTgxNTExMTk4OjowOjo&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_278_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685125273%26sprefix%3Dba%252Caps%252C283%26sr%3D8-278-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,B08T1769X9,MOKOBARA,"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)","CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Pink and Grey, Water resistant: Yes <br>    PADDED LAPTOP COMPARTMENT AND MAXED OUT STORAGE: Dimension: 29 x 14 x 41 cm, Capacity: 16L, Fits up to a 15.4” laptop <br>    MOST FEATURE RICH BACKPACK: Vegan leather trims, Padded shoulder straps, Easy length adjustment buckle & strap lock, Hidden expandable side water bottle pocket, Luggage sleeve. <br>    HIDDEN MAGNETIC POCKET: Snaps close and stores your phone/passport for quick access; MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI) <br>    Compartment Description: Up To 16 Inches; Pattern Name: Solid; Color Name: Modern Love; Lining Description: Polyester; Closure Type: Zipper; Warranty Description: 12 Months Warranty; Age Range Description: Adult <br>","₹4,499",4.3 out of 5 stars,168 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDU1NDg0NTc5OTU3NTI1OjE2ODUxMjUzNTE6c3BfYXRmX25leHQ6MjAwMzQzOTk5NjA0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_273_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685125351%26sprefix%3Dba%252Caps%252C283%26sr%3D8-273-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,B085MHDJ93,Half Moon,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips","SPACIOUS AND LIGHTWEIGHT: Light weight & spacious laptop bag for men comes with 3 compartments. One is for carrying laptop inside (Upto 17""), with padding for safety, and space for laptop accessories like charger, etc. Second compartment of office bag for men is for books, files & all your day to day essentials. And third compartment of backpack for men is for your extra stuff. Laptop backpacks for men has provision for holding bottles on both sides & has padded shoulder straps for your comfort    COMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.    SMART & TRENDY LOOKS: This Large backpack for men is smart, trendy and stylish in looks. The multipurpose college bags for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm    ENDURING & LONG LASTING LAPTOP BACKPACK: This trekking backpack for men/laptop bag for men is made up of highly durable material, which makes it suitable for all weather conditions including rains & extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself. We have designed the bag keeping your comfort in mind. Shoulder has high density padding, with 3D ventilated air foam padding to prevent sweating & to help you lift heavy objects easily.    OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment (can carry laptops of size 13, 14, 15.6 & 17 inches), Reflector Logo.",₹529.00,3.9 out of 5 stars,"15,936 ratings"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDU1NDg0NTc5OTU3NTI1OjE2ODUxMjUzNTE6c3BfYXRmX25leHQ6MjAwOTI1MjU5Nzk2OTg6OjA6Og&url=%2FNumber-Backpack-Compartment-Charging-Organizer%2Fdp%2FB09VTCNN75%2Fref%3Dsr_1_274_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685125351%26sprefix%3Dba%252Caps%252C283%26sr%3D8-274-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,B09VTCNN75,FUR JADEN,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",Care Instructions: Wipe with Damp Cloth    Number Lock: This Fur Jaden Anti Theft laptop backpack comes equipped with a Number Lock. This helps keep your laptop and other belongings safe when you need to leave your bag unattended in a public space. The number lock sequence can be changed and customised by your directly.<br>    USB Charging Port: Now charge your devices on the go with your new Fur Jaden backpack without the hassle of carrying a bulk power bank in your pocket/ hand at all times.<br>    Ergonomic Design: This backpack has been designed to ensure equal weight distribution on your shoulders along with padded shoulder straps and breathable air mesh on the back.<br>    Dimension: 42 CM (L) x 30 CM (W) x 18 CM (D). Storage Capacity: 25L. Weight: 600 Grams; Warranty: 1 Year Manufacturer Warranty against Manufacturing Defects<br>    Closure Type: Zipper; Lining Description: Polyester; Age Range Description: Adult<br>,₹699.00,4.0 out of 5 stars,"4,037 ratings"
https://www.amazon.in/Lino-Perros-Womens-Handbag-Black/dp/B07L4PQJ42/ref=sr_1_275?crid=2M096C61O4MLT&keywords=bags&qid=1685125351&sprefix=ba%2Caps%2C283&sr=8-275,,Lino Perros,Lino Perros Women Handbag,Lino Perros Pink Faux Leather Handbag    Material Type : Faux Leather    Size : 20 Centimeters Height X 29 Centimeters Length X 10 Centimeters Width    Do not expose to extreme heat,"₹1,348",4.3 out of 5 stars,"2,643 ratings"
